Position_X,Position_Y,Theta
-0.25099748373031616,0.04996854439377785,0.025484267132154733
-0.25350749492645264,0.0526542067527771,0.024707952246564118
-0.25336191058158875,0.05525850132107735,0.024232143119852067
-0.25354915857315063,0.053992774337530136,0.02456582508643038
-0.25397345423698425,0.05284152179956436,0.02472815379254646
-0.2535710334777832,0.05236581340432167,0.024819868680116163
-0.2530542016029358,0.05280473083257675,0.024682450437424574
-0.25233545899391174,0.05408083647489548,0.024485175004031155
-0.2526502311229706,0.05464992672204971,0.024438224387616846
-0.23973900079727173,0.0542672760784626,0.022490518033808814
-0.18217971920967102,0.051881708204746246,0.017755043847562928
-0.12809942662715912,0.0505167581140995,0.011280900293724326
-0.13091833889484406,0.05113321915268898,0.012507256177041034
-0.1324881911277771,0.04976501688361168,0.0128014792229216
-0.13163569569587708,0.05023874714970589,0.012712324402419503
-0.13205748796463013,0.05164322257041931,0.012450856343032352
-0.13124585151672363,0.051156818866729736,0.012459103848721079
-0.13160210847854614,0.0507291816174984,0.01264708793139339
-0.13082104921340942,0.05052770674228668,0.012526878006903667
-0.1320522278547287,0.05109831690788269,0.012561950050193255
-0.13153788447380066,0.051886096596717834,0.012128838755622838
-0.12115563452243805,0.050478823482990265,0.010849533219088053
0.0015402734279632568,0.04003364220261574,-0.013582087023096564
0.08356133103370667,0.035788677632808685,-0.018582389947855302
0.17732149362564087,0.029102474451065063,-0.017018260534168994
0.19042658805847168,0.028070243075489998,-0.017555454346259592
0.18918919563293457,0.028384119272232056,-0.017320032628270032
0.18861612677574158,0.029192935675382614,-0.017455563924116183
0.2286740243434906,0.022319592535495758,-0.026301176280169234
0.3792773187160492,0.008171897381544113,-0.03284502869156981
0.487709105014801,-0.0005310103297233582,-0.03362559966110599
0.5491212606430054,-0.006682358682155609,-0.03669368406714199
0.5487653017044067,-0.007159024477005005,-0.03746071728950586
0.548546314239502,-0.007317505776882172,-0.03735817921301106
0.5487542152404785,-0.0062808021903038025,-0.037827674335672586
0.548564612865448,-0.006645224988460541,-0.037744561138327797
0.5483062863349915,-0.007455311715602875,-0.037443321315863566
0.5503625869750977,-0.01009436696767807,-0.04174427748370349
0.5562081336975098,-0.025922656059265137,-0.06094216853172828
0.5407474040985107,-0.021501362323760986,-0.054364033004771134
0.5641809105873108,-0.05157271400094032,-0.08925328530295032
0.5613478422164917,-0.04845482483506203,-0.08651170879520877
0.5609748959541321,-0.04891616478562355,-0.08626104220330184
0.5607249736785889,-0.04894261434674263,-0.08622161083967184
0.561237633228302,-0.04809986427426338,-0.0865707743955204
0.5616414546966553,-0.04798763617873192,-0.08664338895991539
0.5618505477905273,-0.04838726297020912,-0.08662317648151655
0.5612664818763733,-0.048608873039484024,-0.08638310383803881
0.56092369556427,-0.04857104644179344,-0.0864590829900701
0.5671837329864502,-0.049626629799604416,-0.08247631100413796
0.6098129749298096,-0.06196945533156395,-0.08917082316864673
0.6443471908569336,-0.07351678609848022,-0.09260770161545874
0.6555655002593994,-0.07623922824859619,-0.0940162843785623
0.6654463410377502,-0.07934090495109558,-0.0962502641915712
0.665050208568573,-0.07737122476100922,-0.0960456419131329
0.6650940179824829,-0.07728493213653564,-0.09635418791884691
0.6441131234169006,-0.07231464982032776,-0.09992253251680729
0.5349811315536499,-0.04733654856681824,-0.09727905869630091
0.4254612624645233,-0.022783324122428894,-0.09577929814176195
0.39850446581840515,-0.016644790768623352,-0.09575541146784937
0.3968709409236908,-0.017587736248970032,-0.09530495291010971
0.3973411023616791,-0.017157375812530518,-0.09552162188990766
